Data,Interwencje,Zatrzymani_Goracy_Uczynek,Zatrzymani_Poszukiwani,Kierujacy_Alkohol,Wypadki_Drogowe,Zabici,Ranni
2017-05-08,,566,216,216,68,4,91
2017-05-07,,630,126,229,59,3,75
2017-05-06,,602,137,243,61,4,78
2017-05-05,,560,238,181,90,5,101
2017-05-04,,465,213,152,60,7,62
2017-05-03,,595,116,254,34,3,65
2017-05-02,,595,150,259,65,5,95
2017-05-01,,629,136,305,48,4,62
2017-04-30,,746,134,341,42,5,45
2017-04-29,,642,142,253,75,7,97
2017-04-28,,526,225,159,92,6,113
2017-04-27,,499,274,149,63,7,76
2017-04-26,,558,251,152,86,4,103
2017-04-25,,593,244,168,55,5,82
2017-04-24,,569,219,174,66,3,90
2017-04-23,,608,141,259,58,3,68
2017-04-22,,610,133,228,54,5,65
2017-04-21,,571,255,154,53,3,60
2017-04-20,,533,242,162,42,3,52
2017-04-19,,526,248,143,61,5,83
2017-04-18,,565,324,196,65,9,94
2017-04-17,,588,141,266,56,7,90
2017-04-16,,506,111,224,51,4,77
2017-04-15,,710,183,275,80,8,94
2017-04-14,,694,342,264,86,10,92
2017-04-13,,604,295,183,107,12,125
2017-04-12,,658,236,188,87,5,94
2017-04-11,,621,273,188,87,5,103
2017-04-10,,682,262,252,95,8,109
2017-04-09,,747,135,339,48,4,58
2017-04-08,,710,159,272,75,4,113
2017-04-07,,575,291,149,89,7,100
2017-04-06,,562,278,138,84,4,101
2017-04-05,,611,251,208,78,9,89
2017-04-04,,603,267,200,71,5,86
2017-04-03,,685,265,272,80,6,104
2017-04-02,,790,156,359,90,5,105
2017-04-01,,779,155,334,101,5,130
2017-03-31,,690,309,197,89,7,96
2017-03-30,,672,313,195,66,4,81
2017-03-29,,647,313,195,59,0,74
2017-03-28,,688,332,240,85,6,101
2017-03-27,,651,250,255,72,10,90
2017-03-26,,676,130,262,68,3,103
2017-03-25,,716,169,260,63,5,82
2017-03-24,,681,384,210,71,1,88
2017-03-23,,632,281,176,54,3,62
2017-03-22,,660,286,184,71,5,83
2017-03-21,,756,336,203,80,10,105
2017-03-20,,650,309,218,68,6,76
2017-03-19,,675,153,276,39,0,53
2017-03-18,,667,178,246,83,7,98
2017-03-17,,737,329,202,74,5,99
2017-03-16,,754,328,234,58,6,66
2017-03-15,,719,334,198,63,5,65
2017-03-14,,726,301,197,51,6,58
2017-03-13,,720,260,252,64,5,69
2017-03-12,,784,139,315,48,6,58
2017-03-11,,729,155,280,44,5,63
2017-03-10,,749,321,216,53,8,58
2017-03-09,,765,307,237,49,8,59
2017-03-08,,658,356,187,57,5,66
2017-03-07,,733,308,214,68,2,77
2017-03-06,,724,250,217,68,8,76
2017-03-05,,801,145,301,58,6,72
2017-03-04,,751,172,268,54,6,57
2017-03-03,,652,289,199,73,7,87
2017-03-02,,627,292,186,73,4,97
2017-03-01,,689,271,191,50,5,50
2017-02-28,,655,344,190,65,1,80
2017-02-27,,617,310,199,71,5,77
2017-02-26,,735,153,286,52,6,66
2017-02-25,,649,195,236,54,3,73
2017-02-24,,629,312,170,68,4,93
2017-02-23,,619,326,173,68,3,78
2017-02-22,,621,317,145,77,2,96
2017-02-21,,559,296,171,42,4,40
2017-02-20,,606,275,163,78,6,99
2017-02-19,,702,148,248,50,10,59
2017-02-18,,693,179,221,59,6,78
2017-02-17,,709,286,171,84,5,109
2017-02-16,,676,296,165,58,7,72
2017-02-15,,623,308,170,82,2,97
2017-02-14,,582,290,164,66,4,77
2017-02-13,,534,253,157,49,4,58
2017-02-12,,602,122,221,33,3,53
2017-02-11,,652,175,222,47,4,64
2017-02-10,,590,289,147,52,4,63
2017-02-09,,563,300,124,40,0,48
2017-02-08,,511,304,118,52,1,61
2017-02-07,,517,322,113,65,8,78
2017-02-06,,555,265,137,51,6,62
2017-02-05,,599,151,210,50,6,62
2017-02-04,,673,181,224,31,4,37
2017-02-03,,735,345,258,49,7,65
2017-02-02,,562,295,128,62,5,67
2017-02-01,,582,313,148,61,7,65
2017-01-31,,488,334,107,54,4,69
2017-01-30,,507,306,147,46,2,54
2017-01-29,,559,147,214,38,3,42
2017-01-28,,549,196,163,48,2,56
2017-01-27,,528,328,124,65,2,93
2017-01-26,,662,345,165,50,3,52
2017-01-25,,547,304,127,32,3,39
2017-01-24,,536,322,131,62,4,67
2017-01-23,,531,245,128,45,6,47
2017-01-22,,574,154,212,39,4,45
2017-01-21,,578,211,197,52,5,63
2017-01-20,,578,317,148,77,12,92
2017-01-19,,542,304,119,48,2,57
2017-01-18,,544,315,136,44,5,44
2017-01-17,,536,293,118,41,1,54
2017-01-16,,509,291,146,45,0,56
2017-01-15,,611,216,218,30,1,52
2017-01-14,,570,180,177,56,4,71
2017-01-13,,543,287,129,72,1,94
2017-01-12,,542,299,134,64,4,76
2017-01-11,,504,295,108,61,4,74
2017-01-10,,507,283,105,58,7,75
2017-01-09,,400,257,114,43,5,49
2017-01-08,,377,108,143,24,3,33
2017-01-07,,355,129,112,35,4,48
2017-01-06,,395,144,107,21,4,27
2017-01-05,,447,290,87,69,4,82
2017-01-04,,420,324,89,75,7,88
2017-01-03,,444,323,102,73,10,77
2017-01-02,,435,221,160,56,5,73
2017-01-01,,759,142,320,65,11,77
2016-12-31,,465,147,151,65,7,86
2016-12-30,,429,312,150,65,2,81
2016-12-29,,428,290,124,76,8,91
2016-12-28,,437,297,119,70,8,80
2016-12-27,,441,267,165,68,11,70
2016-12-26,,445,127,205,64,11,73
2016-12-25,,380,95,163,45,2,56
2016-12-24,,428,134,177,58,5,81
2016-12-23,,535,341,194,94,6,97
2016-12-22,,480,290,140,111,5,133
2016-12-21,,463,295,136,116,11,132
2016-12-20,,436,240,136,103,7,120
2016-12-19,,448,237,158,91,8,97
2016-12-18,,523,131,202,87,5,117
2016-12-17,,538,154,196,78,9,101
2016-12-16,,476,257,160,86,9,99
2016-12-15,,490,272,133,104,9,118
2016-12-14,,532,239,134,82,7,96
2016-12-13,,517,258,148,86,7,93
2016-12-12,,631,232,243,126,6,142
2016-12-11,,634,139,280,79,5,103
2016-12-10,,682,163,276,103,13,114
2016-12-09,,584,295,213,102,9,99
2016-12-08,,503,287,121,77,6,98
2016-12-07,,468,273,126,90,7,101
2016-12-06,,490,274,156,95,6,121
2016-12-05,,490,232,174,84,8,95
2016-12-04,,593,150,226,54,9,63
2016-12-03,,564,170,346,101,13,128
2016-12-02,,488,241,139,117,11,123
2016-12-01,,546,246,166,121,6,138
2016-11-30,,564,280,203,84,2,92
2016-11-29,,441,262,122,94,8,114
2016-11-28,,502,221,143,110,4,143
2016-11-27,,719,139,328,65,3,82
2016-11-26,,702,131,262,66,3,85
2016-11-25,,581,239,204,79,6,94
2016-11-24,,587,264,154,84,6,100
2016-11-23,,522,278,162,98,8,103
2016-11-22,,589,295,176,105,10,118
2016-11-21,,631,258,235,95,9,100
2016-11-20,,681,154,301,79,15,88
2016-11-19,,683,166,258,83,3,92
2016-11-18,,636,254,195,83,7,85
2016-11-17,,527,272,133,87,3,100
2016-11-16,,514,296,141,107,10,115
2016-11-15,,519,255,128,81,6,94
2016-11-14,,488,248,205,69,3,78
2016-11-13,,594,133,234,46,5,63
2016-11-12,,591,136,243,54,9,62
2016-11-11,,617,153,244,50,10,56
2016-11-10,,590,230,196,100,10,112
2016-11-09,,518,251,135,60,4,71
2016-11-08,,472,263,143,75,2,79
2016-11-07,,502,220,188,101,10,109
2016-11-06,,657,144,259,69,8,88
2016-11-05,,646,141,252,71,8,81
2016-11-04,,525,252,165,81,4,94
2016-11-03,,467,282,117,74,3,90
2016-11-02,,515,245,166,106,10,123
2016-11-01,,507,148,200,75,7,101
2016-10-31,,556,272,221,81,9,92
2016-10-30,,717,166,304,80,4,107
2016-10-29,,616,141,278,96,14,124
2016-10-28,,626,291,194,96,5,107
2016-10-27,,521,269,164,65,4,78
2016-10-26,,585,258,151,88,6,104
2016-10-25,,582,239,172,95,16,115
2016-10-24,,569,266,206,93,11,115
2016-10-23,,738,141,313,70,8,89
2016-10-22,,696,149,262,90,9,110
2016-10-21,,558,255,189,120,6,144
2016-10-20,,622,252,201,107,12,110
2016-10-19,,578,252,173,84,7,93
2016-10-18,,632,265,206,69,2,85
2016-10-17,,553,219,199,92,14,103
2016-10-16,,707,166,316,76,18,101
2016-10-15,,589,142,269,87,10,107
2016-10-14,,628,274,198,110,8,143
2016-10-13,,559,233,148,73,5,83
2016-10-12,,542,255,153,84,6,93
2016-10-11,,541,276,171,105,7,127
2016-10-10,,572,209,217,111,7,128
2016-10-09,,665,154,292,80,15,108
2016-10-08,,610,154,243,103,9,126
2016-10-07,,578,245,194,86,8,113
2016-10-06,,482,240,151,106,11,123
2016-10-05,,520,271,134,98,2,111
2016-10-04,,484,247,132,110,7,127
2016-10-03,,570,184,208,136,14,162
2016-10-02,,761,151,361,122,16,151
2016-10-01,,731,136,312,99,14,110
2016-09-30,,627,319,227,111,9,138
2016-09-29,,593,257,177,88,7,99
2016-09-28,,541,306,171,73,7,80
2016-09-27,,586,265,200,90,7,101
2016-09-26,,839,209,406,112,13,131
2016-09-25,,654,146,336,73,4,95
2016-09-24,,626,157,267,102,9,137
2016-09-23,,623,289,221,90,5,111
2016-09-22,,558,327,169,88,4,99
2016-09-21,,539,298,157,91,9,109
2016-09-20,,488,291,137,75,5,81
2016-09-19,,580,271,226,94,9,116
2016-09-18,,575,133,241,91,13,122
2016-09-17,,641,153,275,115,13,143
2016-09-16,,581,232,220,119,10,127
2016-09-15,,596,286,189,120,5,137
2016-09-14,,645,267,225,89,10,97
2016-09-13,,628,295,213,96,5,102
2016-09-12,,654,253,256,125,10,146
2016-09-11,,734,164,355,111,15,141
2016-09-10,,688,147,312,102,10,114
2016-09-09,,603,259,251,120,8,152
2016-09-08,,574,259,180,110,5,125
2016-09-07,,589,275,175,103,10,125
2016-09-06,,548,255,161,85,5,86
2016-09-05,,566,189,219,102,6,120
2016-09-04,,687,146,307,101,17,132
2016-09-03,,665,150,261,90,17,93
2016-09-02,,629,239,195,100,7,131
2016-09-01,,547,247,198,113,6,121
2016-08-31,,521,299,167,119,6,132
2016-08-30,,493,278,180,111,8,121
2016-08-29,,657,233,276,106,12,136
2016-08-28,,859,149,463,120,11,154
2016-08-27,,741,140,339,112,7,146
2016-08-26,,600,221,267,157,16,165
2016-08-25,,546,248,203,122,9,135
2016-08-24,,534,260,203,68,8,78
2016-08-23,,558,213,198,90,6,108
2016-08-22,,645,213,273,85,8,107
2016-08-21,,670,138,314,111,13,157
2016-08-20,,603,145,284,90,11,119
2016-08-19,,551,195,235,102,9,120
2016-08-18,,497,230,160,75,9,93
2016-08-17,,497,185,184,76,12,78
2016-08-16,,553,165,215,96,4,130
2016-08-15,,675,131,348,80,7,111
2016-08-14,,776,126,367,102,15,141
2016-08-13,,657,140,323,98,11,138
2016-08-12,,669,224,240,93,4,110
2016-08-11,,573,221,188,85,3,98
2016-08-10,,547,241,182,108,7,138
2016-08-09,,598,248,205,90,9,104
2016-08-08,,654,210,323,110,10,134
2016-08-07,,681,146,356,104,11,150
2016-08-06,,618,133,290,92,3,122
2016-08-05,,621,205,235,128,8,162
2016-08-04,,528,255,206,86,11,96
2016-08-03,,617,252,192,105,11,142
2016-08-02,,540,212,201,103,6,122
2016-08-01,,523,186,210,115,9,159
2016-07-31,,790,148,356,93,7,138
2016-07-30,,668,156,299,112,7,136
2016-07-29,,531,214,206,118,10,160
2016-07-28,,585,230,199,87,7,107
2016-07-27,,618,216,234,109,2,134
2016-07-26,,658,238,239,90,5,110
2016-07-25,,714,223,296,94,7,123
2016-07-24,,865,150,415,93,9,137
2016-07-23,,1053,152,348,84,11,114
2016-07-22,,672,243,253,109,9,119
2016-07-21,,631,228,228,90,4,118
2016-07-20,,640,262,229,89,6,104
2016-07-19,,627,270,193,74,3,81
2016-07-18,,763,766,309,91,11,116
2016-07-17,,823,176,387,74,6,90
2016-07-16,,787,172,351,86,4,103
2016-07-15,,635,256,213,94,8,118
2016-07-14,,652,268,185,110,11,128
2016-07-13,,742,322,263,103,2,138
2016-07-12,,804,312,318,120,9,148
2016-07-11,,770,262,373,101,5,137
2016-07-10,,861,155,398,89,9,108
2016-07-09,,168,840,353,101,6,139
2016-07-08,,692,254,276,100,12,105
2016-07-07,,571,264,195,97,2,128
2016-07-06,,602,263,208,102,7,123
2016-07-05,,705,267,231,104,6,135
2016-07-04,,609,238,253,97,7,121
2016-07-03,,747,154,360,97,10,137
2016-07-02,,725,168,334,92,9,112
2016-07-01,,777,216,329,112,8,124
2016-06-30,,594,279,199,105,8,156
2016-06-29,,658,244,208,91,8,107
2016-06-28,,630,269,218,82,5,92
2016-06-27,,659,215,285,85,4,101
2016-06-26,,897,143,456,84,12,130
2016-06-25,,745,172,358,111,8,140
2016-06-24,,686,260,258,124,8,132
2016-06-23,,582,253,195,129,1,153
2016-06-22,,681,223,261,113,5,139
2016-06-21,,529,226,179,100,11,120
2016-06-20,,696,211,323,124,10,165
2016-06-19,,763,148,360,87,9,123
2016-06-18,,674,142,299,104,9,143
2016-06-17,,668,239,254,96,9,119
2016-06-16,,593,246,217,108,8,118
2016-06-15,,627,249,218,104,6,122
2016-06-14,,623,263,197,86,7,95
2016-06-13,,723,216,313,97,15,109
2016-06-12,,1081,151,629,98,3,122
2016-06-11,,674,168,311,79,7,91
2016-06-10,,669,241,232,112,9,138
2016-06-09,,632,294,201,92,7,111
2016-06-08,,636,245,212,115,14,154
2016-06-07,,581,256,202,124,7,146
2016-06-06,,593,242,243,122,7,160
2016-06-05,,713,150,330,93,7,132
2016-06-04,,695,145,313,111,9,123
2016-06-03,,664,254,236,113,7,124
2016-06-02,,623,258,215,100,9,114
2016-06-01,,549,240,169,93,3,105
2016-05-31,,497,254,169,114,7,132
2016-05-30,,544,239,216,93,6,110
2016-05-29,,762,121,358,84,7,114
2016-05-28,,712,150,276,90,17,115
2016-05-27,,638,228,270,116,16,128
2016-05-26,,715,149,321,83,4,106
2016-05-25,,849,252,437,108,5,124
2016-05-24,,588,269,192,129,5,151
2016-05-23,,622,222,218,101,3,121
2016-05-22,,740,132,346,103,7,139
2016-05-21,,682,147,299,100,12,113
2016-05-20,,633,246,224,115,6,158
2016-05-19,,664,234,245,89,5,110
2016-05-18,,550,255,151,78,6,92
2016-05-17,,541,231,132,82,7,92
2016-05-16,,577,242,213,102,6,153
2016-05-15,,710,130,316,90,9,132
2016-05-14,,697,127,279,101,13,132
2016-05-13,,668,262,221,104,2,119
2016-05-12,,692,239,223,101,8,106
2016-05-11,,694,234,186,103,7,117
2016-05-10,,595,214,183,99,5,113
2016-05-09,,709,200,281,95,6,109
2016-05-08,,737,153,300,85,6,112
2016-05-07,,684,139,286,98,7,109
2016-05-06,,625,253,229,115,5,127
2016-05-05,,596,243,180,99,5,115
2016-05-04,,616,197,228,85,7,115
2016-05-03,,612,117,308,59,5,86
2016-05-02,,699,173,310,82,9,104
2016-05-01,,772,144,377,73,6,81
2016-04-30,,737,149,325,79,7,95
2016-04-29,,632,229,232,107,6,121
2016-04-28,,615,262,193,65,5,70
2016-04-27,,564,245,166,88,6,109
2016-04-26,,581,279,180,90,5,98
2016-04-25,,713,236,278,63,3,70
2016-04-24,,633,142,287,62,5,81
2016-04-23,,717,132,287,83,4,106
2016-04-22,,653,269,233,94,5,116
2016-04-21,,642,292,213,76,1,93
2016-04-20,,613,275,173,77,2,96
2016-04-19,,641,233,185,76,4,87
2016-04-18,,637,246,220,78,12,83
2016-04-17,,779,130,336,90,6,121
2016-04-16,,700,157,290,85,9,97
2016-04-15,,648,223,228,87,8,94
2016-04-14,,662,298,215,71,9,78
2016-04-13,,769,286,268,79,8,86
2016-04-12,,666,282,198,75,7,78
2016-04-11,,758,238,313,59,5,72
2016-04-10,,690,156,302,49,3,74
2016-04-09,,644,130,247,82,13,103
2016-04-08,,673,270,211,79,10,90
2016-04-07,,703,272,196,71,1,90
2016-04-06,,689,250,218,93,7,103
2016-04-05,,733,243,238,91,8,127
2016-04-04,,710,237,239,76,9,85
2016-04-03,,723,141,285,83,4,106
2016-04-02,,648,163,261,71,8,80
2016-04-01,,665,231,202,66,7,70
2016-03-31,,638,276,105,62,6,75
2016-04-30,,581,258,171,70,4,87
2016-03-29,,660,266,267,73,15,100
2016-03-28,,717,133,321,60,6,89
2016-03-27,,482,122,230,38,4,47
2016-03-26,,647,180,267,79,16,107
2016-03-25,,717,302,243,63,2,72
2016-03-24,,636,266,202,67,3,84
2016-03-23,,599,247,161,73,6,84
2016-03-22,,646,220,183,95,7,132
2016-03-21,,665,221,197,57,3,74
2016-03-20,,731,141,267,42,4,57
2016-03-19,,697,168,257,56,5,77
2016-03-18,,729,281,220,73,6,86
2016-03-17,,764,308,242,75,8,80
2016-03-16,,696,279,193,63,2,90
2016-03-15,,643,279,176,61,2,81
2016-03-14,,665,247,238,76,3,102
2016-03-13,,727,130,264,48,3,60
2016-03-12,,754,127,255,83,14,83
2016-03-11,,692,248,209,87,11,91
2016-03-10,,702,256,218,61,6,69
2016-03-10,,702,256,218,61,6,69
2016-03-09,,1029,281,242,64,8,78
2016-03-08,,717,249,194,66,3,85
2016-03-07,,637,260,181,56,2,73
2016-03-06,,688,121,274,39,6,46
2016-03-05,,849,157,368,42,2,61
2016-03-04,,708,274,201,62,8,71
2016-03-03,,698,287,177,55,5,63
2016-03-02,,630,276,189,60,3,72
2016-03-01,,542,255,121,87,10,114
2016-02-29,,572,258,174,85,5,107
2016-02-28,,715,149,260,47,3,61
2016-02-27,,669,189,240,85,7,117
2016-02-26,,665,331,201,63,3,80
2016-02-25,,597,273,151,83,7,88
2016-02-24,,619,297,137,67,2,76
2016-02-23,,621,294,165,69,4,76
2016-02-22,,660,283,197,68,9,79
2016-02-21,,625,145,209,39,4,50
2016-02-20,,675,165,262,52,4,70
2016-02-19,,597,247,174,99,7,111
2016-02-18,,647,300,161,56,7,62
2016-02-17,,624,248,151,58,2,69
2016-02-16,,619,267,154,54,1,69
2016-02-15,,636,259,207,65,5,77
2016-02-14,,735,129,252,40,6,52
2016-02-13,,700,168,222,54,6,56
2016-02-12,,685,297,212,64,3,87
2016-02-11,,655,286,161,74,0,92
2016-02-10,,598,290,150,99,9,122
2016-02-09,,684,332,177,58,7,61
2016-02-08,,682,283,206,72,6,94
2016-02-07,,753,134,326,65,6,82
2016-02-06,,708,177,284,55,9,60
2016-02-05,,860,285,357,68,6,81
2016-02-04,,539,259,140,76,6,105
2016-02-03,,667,358,157,55,4,58
2016-02-02,,668,295,158,56,4,63
2016-02-01,,571,278,166,71,5,81
2016-01-31,,609,144,225,46,6,59
2016-01-30,,637,168,226,70,6,72
2016-01-29,,554,299,138,100,5,109
2016-01-28,,704,345,164,58,3,72
2016-01-27,,584,273,123,66,7,74
2016-01-26,,574,281,143,70,9,76
2016-01-25,,540,231,158,71,4,97
2016-01-24,,577,133,186,34,3,41
2016-01-23,,487,148,157,58,5,71
2016-01-22,,573,266,129,60,3,81
2016-01-21,,553,298,113,69,4,71
2016-01-20,,499,289,99,60,1,81
2016-01-19,,503,318,97,32,2,38
2016-01-18,,547,241,127,56,5,59
2016-01-17,,499,148,195,27,2,34
2016-01-16,,566,139,171,48,3,59
2016-01-15,,530,263,148,88,4,110
2016-01-14,,590,311,150,69,5,76
2016-01-13,,549,281,118,84,4,92
2016-01-12,,543,253,129,116,5,131
2016-01-11,,468,233,121,84,6,108
2016-01-10,,572,178,180,51,4,69
2016-01-09,,580,165,191,84,8,108
2016-01-08,,554,234,145,107,11,121
2016-01-07,,493,266,129,47,5,54
2016-01-06,,351,165,110,32,3,43
2016-01-05,,395,274,96,59,7,71
2016-01-04,,317,235,78,31,3,44
2016-01-03,,352,117,106,22,2,24
2016-01-02,,345,123,129,30,3,37
2016-01-01,,764,118,285,40,11,38
2015-12-31,,374,178,117,46,6,53
2015-12-30,,491,265,139,56,3,60
2015-12-29,,507,307,149,67,8,82
2015-12-28,,569,263,222,72,7,81
2015-12-27,,573,131,207,66,10,75
2015-12-26,,466,80,203,52,9,66
2015-12-25,,380,80,153,39,1,74
2015-12-24,,516,170,210,72,4,95
2015-12-23,,653,256,207,109,12,123
2015-12-22,,583,266,183,133,12,146
2015-12-21,,598,223,234,129,17,137
2015-12-20,,702,129,258,72,5,101
2015-12-19,,706,167,272,96,9,112
2015-12-18,,604,249,177,169,13,179
2015-12-17,,548,246,166,128,14,136
2015-12-16,,574,247,156,97,7,104
2015-12-15,,558,259,164,98,10,99
2015-12-14,,552,243,190,97,8,105
2015-12-13,,606,120,233,73,10,86
2015-12-12,,663,139,232,92,16,107
2015-12-11,,569,276,172,124,11,147
2015-12-10,,620,272,175,120,10,123
2015-12-09,,573,249,166,96,10,101
2015-12-08,,666,278,200,83,10,84
2015-12-03,,632,300,182,89,4,98
2015-12-02,,642,292,190,128,10,144
2015-12-01,,580,285,168,95,7,107
2015-11-30,,550,234,233,106,17,108
2015-11-29,,775,144,351,65,6,68
2015-11-28,,930,141,472,84,11,96
2015-11-27,,496,213,157,86,9,93
2015-11-26,,565,263,144,68,5,80
2015-11-25,,517,243,130,73,4,83
2015-11-24,,540,249,124,75,1,91
2015-11-23,,566,242,188,83,7,106
2015-11-22,,664,138,268,55,5,73
2015-11-21,,710,169,271,95,14,101
2015-11-20,,589,258,175,125,9,139
2015-11-19,,622,249,157,110,5,118
2015-11-18,,572,251,137,101,6,106
2015-11-17,,518,250,142,109,7,128
2015-11-16,,580,244,213,124,11,142
2015-11-15,,642,133,266,81,5,98
2015-11-14,,682,142,257,67,10,67
2015-11-13,,635,275,242,88,7,109
2015-11-12,,738,271,246,73,4,95
2015-11-11,,771,161,300,76,5,88
2015-11-10,,638,247,177,123,10,147
2015-11-09,,602,234,219,91,13,133
2015-11-08,,764,124,305,66,6,85
2015-11-07,,702,137,281,99,5,150
2015-11-06,,643,264,196,81,6,89
2015-11-05,,581,266,161,61,2,67
2015-11-04,,606,278,175,69,5,86
2015-11-03,,549,236,182,79,10,83
2015-11-02,,609,284,209,69,6,75
2015-11-01,,623,145,270,56,8,71
2015-10-31,,729,185,310,85,12,102
2015-10-30,,654,267,234,84,10,92
2015-10-29,,594,291,176,82,6,91
2015-10-28,,575,234,177,78,4,95
2015-10-27,,618,218,185,93,5,105
2015-10-26,,943,174,372,77,4,109
2015-10-26,,621,228,223,77,9,93
2015-10-24,,811,153,347,73,12,94
2015-10-23,,633,264,203,86,7,99
2015-10-22,,644,261,214,97,5,112
2015-10-21,,618,262,199,83,12,89
2015-10-20,,618,237,190,69,8,66
2015-10-19,,742,238,241,99,1,137
2015-10-18,,788,114,333,75,9,101
2015-10-17,,804,155,337,97,9,119
2015-10-16,,699,259,197,97,15,127
2015-10-15,,617,251,186,92,3,109
2015-10-14,,634,280,184,85,4,100
2015-10-13,,547,246,170,98,9,115
2015-10-12,,613,194,239,92,6,121
2015-10-11,,700,140,312,57,6,81
2015-10-10,,700,142,289,85,6,111
2015-10-09,,697,214,249,95,8,115
2015-10-08,,575,255,172,85,8,93
2015-10-07,,665,278,178,91,6,107
2015-10-06,,667,249,209,86,8,92
2015-10-05,,754,229,303,99,4,136
2015-10-04,,791,137,350,99,13,124
2015-10-03,,755,148,323,105,9,125
2015-10-02,,699,221,250,97,8,105
2015-10-01,,650,252,222,113,8,121
2015-09-30,,558,269,174,83,11,101
2015-09-29,,591,257,178,86,4,96
2015-09-28,,661,207,244,87,10,98
2015-09-27,,1010,131,610,73,11,87
2015-09-26,,640,132,250,118,10,151
2015-09-25,,673,241,240,88,12,91
2015-09-24,,632,267,200,74,6,81
2015-09-23,,653,256,217,72,2,78
2015-09-22,,612,263,191,101,5,110
2015-09-21,,805,267,344,91,4,104
2015-09-20,,827,126,375,80,13,104
2015-09-19,,742,144,295,113,14,130
2015-09-18,,669,270,257,131,10,145
2015-09-17,,693,288,248,90,4,105
2015-09-16,,692,248,252,105,9,129
2015-09-15,,693,247,221,101,5,105
2015-09-14,,669,210,268,83,9,95
2015-09-13,,833,158,348,86,6,100
2015-09-12,,814,153,373,102,10,115
2015-09-11,,692,249,237,101,12,106
2015-09-10,,658,266,208,96,9,108
2015-09-09,,644,238,203,74,4,87
2015-09-08,,491,215,129,84,4,100
2015-09-07,,554,180,203,82,4,97
2015-09-06,,799,173,348,81,8,110
2015-09-05,,729,160,321,84,4,107
2015-09-04,,629,271,216,116,9,168
2015-09-03,,625,302,220,77,2,86
2015-09-02,,642,266,211,78,8,87
2015-09-01,,654,264,273,83,6,104
2015-08-31,,676,232,279,106,8,138
2015-08-30,,863,138,438,98,11,122
2015-08-29,,844,136,409,97,4,116
2015-08-28,,709,238,283,98,5,120
2015-08-27,,635,235,206,95,10,99
2015-08-26,,624,267,214,84,4,125
2015-08-25,,643,254,244,90,6,121
2015-08-24,,624,187,268,112,8,149
2015-08-23,,799,123,373,81,6,92
2015-08-22,,702,150,280,89,11,98
2015-08-21,,590,216,241,102,7,114
2015-08-20,,650,249,226,106,11,122
2015-08-19,,586,252,176,84,5,111
2015-08-18,,625,224,216,94,9,111
2015-08-17,,759,206,359,95,6,112
2015-08-16,,794,789,396,89,6,124
2015-08-15,,807,155,432,95,9,124
2015-08-14,,721,218,305,109,6,122
2015-08-13,,701,211,268,108,2,140
2015-08-12,,738,220,242,110,10,132
2015-08-11,,636,227,260,89,6,112
2015-08-10,,729,212,339,101,8,127
2015-08-09,,816,125,390,91,5,132
2015-08-08,,720,151,369,106,7,137
2015-08-07,,634,197,273,96,8,99
2015-08-06,,634,248,240,101,8,115
2015-08-05,,658,228,241,90,9,103
2015-08-04,,546,190,205,96,7,115
2015-08-03,,732,199,330,103,12,118
2015-08-02,,807,130,403,72,8,118
2015-08-01,,722,146,286,111,7,143
2015-07-31,,564,252,223,96,8,119
2015-07-30,,620,260,218,67,5,73
2015-07-29,,672,246,249,66,6,84
2015-07-28,,595,201,195,92,11,101
2015-07-27,,884,197,403,84,9,97
2015-07-26,,755,108,327,74,5,92
2015-07-25,,796,162,364,107,8,130
2015-07-24,,650,196,248,81,7,88
2015-07-23,,698,246,234,67,14,117
2015-07-22,,689,225,233,79,12,95
2015-07-21,,657,220,258,87,9,101
2015-07-20,,645,195,263,89,4,107
2015-07-19,,877,133,389,81,10,123
2015-07-18,,829,160,404,91,3,110
2015-07-17,,643,222,257,100,7,123
2015-07-16,,745,257,259,86,3,107
2015-07-15,,673,245,235,80,6,89
2015-07-14,,633,244,244,88,6,111
2015-07-13,,710,235,319,81,10,103
2015-07-12,,882,143,403,83,17,122
2015-07-11,,797,143,353,90,9,124
2015-07-10,,658,251,222,83,5,99
2015-07-09,,714,248,237,86,6,116
2015-07-08,,714,225,238,121,5,154
2015-07-07,,688,266,230,99,6,107
2015-07-06,,739,188,332,98,7,123
2015-07-05,,767,126,376,96,8,141
2015-07-04,,755,139,372,113,10,133
2015-07-03,,684,217,292,105,6,116
2015-07-02,,678,247,256,113,7,133
2015-07-01,,662,222,223,91,5,98
2015-06-30,,671,268,254,82,3,95
2015-06-29,,786,232,342,96,8,112
2015-06-28,,946,137,420,75,7,110
2015-06-27,,797,156,370,77,5,99
2015-06-26,,633,278,235,110,5,136
2015-06-25,,679,290,199,71,6,74
2015-06-24,,572,257,186,78,6,86
2015-06-23,,711,250,179,85,5,108
2015-06-22,,733,231,280,102,8,139
2015-06-21,,773,151,369,78,9,117
2015-06-20,,726,136,327,89,7,120
2015-06-19,,682,234,232,94,5,108
2015-06-18,,643,279,215,80,6,105
2015-06-17,,635,294,213,98,7,103
2015-06-16,,690,275,232,113,7,141
2015-06-15,,708,256,266,83,3,100
2015-06-14,,898,136,418,93,18,135
2015-06-13,,786,134,364,106,10,131
2015-06-12,,619,283,228,108,6,182
2015-06-11,,791,343,288,88,6,88
